0.000000,25.000000,27.500000,30.000000,35.000000,40.000000
0.040713,0.002933,0.001649,0.000955,0.000285,0.000198
0.045785,0.000000,0.000000,0.000000,0.000000,0.000000
0.029254,0.002383,0.001590,0.000944,0.000244,0.000177
0.045977,0.000000,0.000000,0.000000,0.000000,0.000000
0.029234,0.003103,0.001498,0.000726,0.000307,0.000181
0.032249,0.003031,0.001636,0.000874,0.000283,0.000179
0.037885,0.003000,0.001499,0.000843,0.000291,0.000189
0.041089,0.000000,0.000000,0.000000,0.000000,0.000000
0.029155,0.000000,0.000000,0.000000,0.000000,0.000000
0.026606,0.002672,0.001439,0.000783,0.000292,0.000176
0.022894,0.003106,0.001390,0.000990,0.000306,0.000194
0.029873,0.003031,0.001331,0.000947,0.000276,0.000188
0.035907,0.003075,0.001197,0.000870,0.000279,0.000197
0.021637,0.002318,0.001450,0.000729,0.000236,0.000188
0.031786,0.003034,0.001385,0.000929,0.000314,0.000181
0.045569,0.002819,0.001388,0.000990,0.000274,0.000195
0.046359,0.000000,0.000000,0.000000,0.000000,0.000000
0.032506,0.002272,0.001696,0.000941,0.000262,0.000176
0.040787,0.002247,0.001664,0.000916,0.000294,0.000189
0.034988,0.000000,0.000000,0.000000,0.000000,0.000000
0.038252,0.002757,0.001678,0.000850,0.000295,0.000185
0.033999,0.002866,0.001380,0.000847,0.000316,0.000193
0.023898,0.001935,0.001414,0.000944,0.000283,0.000185
0.030750,0.001960,0.001284,0.000827,0.000283,0.000198
0.033009,0.002993,0.001744,0.000949,0.000294,0.000197
