0.000000,25.000000,27.500000,30.000000,35.000000,40.000000
0.040725,0.002996,0.001336,0.000942,0.000289,0.000198
0.020683,0.002099,0.001460,0.000919,0.000312,0.000188
0.005621,0.001886,0.001262,0.000957,0.000314,0.000187
0.008215,0.002307,0.001757,0.000962,0.000303,0.000178
0.008678,0.002591,0.001347,0.000973,0.000284,0.000181
0.008425,0.002407,0.001697,0.000945,0.000266,0.000198
0.011189,0.002528,0.001347,0.000841,0.000309,0.000180
0.013962,0.002511,0.001431,0.000934,0.000291,0.000178
0.010017,0.003125,0.001458,0.000961,0.000297,0.000194
0.007330,0.002582,0.001463,0.000954,0.000298,0.000194
0.008872,0.002566,0.001510,0.000962,0.000273,0.000191
0.009239,0.002621,0.001486,0.000993,0.000304,0.000192
0.009672,0.002830,0.001706,0.000957,0.000315,0.000197
0.012707,0.002779,0.001766,0.000930,0.000312,0.000199
0.012532,0.002576,0.001765,0.000947,0.000307,0.000198
0.012913,0.002490,0.001613,0.000936,0.000290,0.000194
0.010530,0.002771,0.001601,0.000999,0.000287,0.000196
0.011631,0.002680,0.001466,0.000936,0.000315,0.000191
0.013022,0.002546,0.001731,0.000901,0.000302,0.000195
0.013323,0.002804,0.001584,0.000933,0.000312,0.000195
0.017882,0.003017,0.001632,0.000970,0.000315,0.000199
0.017000,0.002749,0.001680,0.000933,0.000303,0.000191
0.010890,0.002453,0.001680,0.000912,0.000314,0.000194
0.009091,0.002996,0.001536,0.000984,0.000313,0.000191
0.009501,0.002924,0.001638,0.000932,0.000313,0.000197
