0.000000,25.000000,27.500000,30.000000,35.000000,40.000000
0.000000,47.443930,57.528254,63.078491,85.610937,104.051886
0.000000,21.385497,27.177811,37.030419,68.154263,99.359870
0.000000,12.736005,18.378437,23.913740,50.529143,68.881785
0.000000,17.054039,22.785560,32.456107,59.111267,77.522206
0.000000,17.284514,27.163312,32.533502,63.398272,81.620047
0.000000,17.018321,22.547628,32.365025,63.733187,82.386285
0.000000,21.360613,31.402608,41.230040,72.044151,102.741631
0.000000,25.603460,35.577913,45.197036,89.233645,124.251885
0.000000,21.275354,35.699982,45.448199,93.550957,124.621237
0.000000,17.239181,27.029610,36.734882,80.943149,111.859372
0.000000,21.296845,30.987404,40.688152,93.449544,120.280803
0.000000,21.534934,31.583489,41.513482,89.593485,133.484129
0.000000,25.972230,35.765648,49.890272,98.064339,142.184608
0.000000,29.984178,39.604737,57.918302,114.809793,171.844141
0.000000,30.068418,39.868310,58.195751,119.266774,171.698854
0.000000,30.094017,39.923467,54.215436,119.915593,172.899799
0.000000,25.762653,40.097126,54.218677,123.607575,159.008622
0.000000,25.530616,39.650920,53.674292,110.543017,163.202370
0.000000,29.954197,39.987485,58.214808,127.399043,175.711205
0.000000,34.157189,48.311257,66.380825,136.450269,197.900266
0.000000,38.761962,56.953369,79.559611,162.666439,241.120934
0.000000,34.465774,48.446400,71.107659,158.182209,249.483703
0.000000,30.003410,39.827750,58.236564,124.093912,181.559764
0.000000,21.491011,35.710922,50.075638,111.494271,168.529321
0.000000,25.679021,39.877242,58.449604,128.962333,181.904151
